t_rel,L_cmd_rpm,R_cmd_rpm,L_meas_rpm,R_meas_rpm,L_pos_rev,R_pos_rev,v_target,w_target,v_slewed,w_slewed,v_after_imu,w_after_imu,yaw,yaw_rate,heading_locked,estop
0.0,1062.940673828125,1083.4425048828125,291.0,286.0,-75.8595962524414,120.73819732666016,0.40583693981170654,0.009249845519661903,0.35665732622146606,0.009249845519661903,0.35665732622146606,0.009249845519661903,0.0,0.0,0.0,0.0
0.019761704,1127.8111572265625,1138.93310546875,543.0,497.0,-74.66899871826172,121.95230102539062,0.47795557975769043,0.0050179059617221355,0.3766573369503021,0.0050179059617221355,0.3766573369503021,0.0050179059617221355,0.0,0.0,0.0,0.0
0.04000318,1187.99169921875,1199.1136474609375,543.0,497.0,-74.66899871826172,121.95230102539062,0.47795557975769043,0.0050179059617221355,0.3966573476791382,0.0050179059617221355,0.3966573476791382,0.0050179059617221355,0.0,0.0,0.0,0.0
0.060298344,1248.1722412109375,1259.294189453125,543.0,497.0,-74.66899871826172,121.95230102539062,0.47795557975769043,0.0050179059617221355,0.41665732860565186,0.0050179059617221355,0.41665732860565186,0.0050179059617221355,0.0,0.0,0.0,0.0
0.08037002,1310.9803466796875,1316.84716796875,543.0,497.0,-74.66899871826172,121.95230102539062,0.5320444703102112,0.0026469873264431953,0.4366573393344879,0.0026469873264431953,0.4366573393344879,0.0026469873264431953,0.0,0.0,0.0,0.0
0.100591019,1371.160888671875,1377.0277099609375,543.0,497.0,-74.66899871826172,121.95230102539062,0.5320444703102112,0.0026469873264431953,0.4566573202610016,0.0026469873264431953,0.4566573202610016,0.0026469873264431953,0.0,0.0,0.0,0.0
0.120249474,1431.297607421875,1437.2520751953125,760.0,714.0,-73.07360076904297,123.47589874267578,0.5480444431304932,0.0026864924002438784,0.47665733098983765,0.0026864924002438784,0.47665733098983765,0.0026864924002438784,0.0,0.0,0.0,0.0
0.140245768,1491.4781494140625,1497.4326171875,760.0,714.0,-73.07360076904297,123.47589874267578,0.5480444431304932,0.0026864924002438784,0.4966573417186737,0.0026864924002438784,0.4966573417186737,0.0026864924002438784,0.0,0.0,0.0,0.0
0.160202356,1551.65869140625,1557.6131591796875,760.0,714.0,-73.07360076904297,123.47589874267578,0.5480444431304932,0.0026864924002438784,0.5166573524475098,0.0026864924002438784,0.5166573524475098,0.0026864924002438784,0.0,0.0,0.0,0.0
0.180289006,1611.8392333984375,1617.793701171875,760.0,714.0,-73.07360076904297,123.47589874267578,0.5480444431304932,0.0026864924002438784,0.5366573333740234,0.0026864924002438784,0.5366573333740234,0.0026864924002438784,0.0,0.0,0.0,0.0
